account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,pit_pd_12m,default_flag
918,2020-07-06,55,Self-Employed,Married,2,North,668,10,1.03,2.15,4.65,3.09,1,0.12975,0
919,2020-07-07,35,Employed,Single,1,North,764,114,0.51,3.37,1.68,3.08,3,0.07869999999999999,0
920,2020-07-08,67,Employed,Married,1,East,832,89,0.95,1.63,6.3,3.54,2,0.10220000000000001,0
921,2020-07-09,42,Employed,Widowed,0,South,436,103,0.95,1.86,4.9,2.05,3,0.1919,0
922,2020-07-10,34,Employed,Married,4,East,662,18,0.42,3.17,3.82,3.29,1,0.1169,0
923,2020-07-11,46,Self-Employed,Married,0,West,515,51,0.95,3.16,4.44,3.67,2,0.15685000000000002,0
924,2020-07-12,48,Unemployed,Divorced,3,North,667,117,0.57,0.96,4.71,3.66,3,0.1422,0
925,2020-07-13,43,Employed,Married,2,North,416,17,0.5,0.05,2.77,3.29,1,0.20434999999999998,0
926,2020-07-14,34,Employed,Married,1,East,478,93,0.43,1.99,3.67,2.5,3,0.17395,0
927,2020-07-15,44,Retired,Married,4,West,545,31,0.52,2.65,4.83,3.45,2,0.15639999999999998,0
928,2020-07-16,22,Employed,Divorced,4,East,427,22,1.18,2.32,4.74,2.44,1,0.18874999999999997,1
929,2020-07-17,65,Employed,Single,1,South,657,116,0.37,1.39,3.6,3.75,3,0.13485,0
930,2020-07-18,46,Self-Employed,Married,0,North,377,11,1.02,3.86,3.07,3.39,1,0.1775,0
931,2020-07-19,34,Employed,Married,4,East,592,57,1.35,0.93,3.72,2.81,2,0.1563,0
932,2020-07-20,27,Employed,Married,0,South,381,76,0.53,0.64,5.45,3.54,2,0.22060000000000002,0
933,2020-07-21,23,Employed,Married,1,North,641,20,0.04,3.15,4.03,2.92,1,0.1234,0
934,2020-07-22,67,Employed,Divorced,0,North,637,20,0.04,1.58,6.31,3.05,1,0.15150000000000002,0
935,2020-07-23,43,Self-Employed,Divorced,2,North,877,92,0.21,3.7,6.74,3.36,3,0.07245,0
936,2020-07-24,66,Employed,Single,1,West,395,92,0.17,1.75,7.62,2.97,3,0.21685,1
937,2020-07-25,63,Employed,Married,1,East,444,113,1.12,1.61,5.94,2.89,3,0.1976,0
938,2020-07-26,67,Self-Employed,Single,4,North,876,90,0.44,2.5,5.63,2.69,3,0.07915,0
939,2020-07-27,65,Unemployed,Single,4,North,820,28,0.98,2.86,7.07,3.47,1,0.09675000000000002,0
940,2020-07-28,38,Employed,Married,4,South,696,78,0.06,4.16,3.17,3.02,2,0.09525,1
941,2020-07-29,58,Employed,Divorced,2,East,656,46,0.44,2.86,5.94,3.52,2,0.13210000000000002,1
942,2020-07-30,55,Self-Employed,Married,2,South,485,11,0.35,3.07,6.42,2.71,1,0.17515,0
943,2020-07-31,35,Employed,Single,3,East,842,57,0.42,1.42,4.98,2.51,2,0.0952,1
944,2020-08-01,45,Employed,Single,1,North,450,40,0.29,2.96,6.23,3.55,2,0.18405,0
945,2020-08-02,57,Self-Employed,Married,4,West,618,18,0.93,2.63,4.5,2.46,1,0.1367,1
946,2020-08-03,48,Unemployed,Married,1,South,358,11,0.99,1.42,5.06,2.72,1,0.21659999999999996,0
947,2020-08-04,30,Unemployed,Single,0,West,309,22,0.22,0.62,5.55,3.3,1,0.23929999999999998,0
948,2020-08-05,59,Self-Employed,Divorced,2,West,423,4,1.11,1.1,5.51,3.9,1,0.20579999999999998,0
949,2020-08-06,37,Unemployed,Divorced,3,West,655,25,0.38,1.48,2.92,3.18,1,0.13105,0
950,2020-08-07,59,Employed,Married,0,East,645,116,0.42,1.81,4.23,2.47,3,0.1368,0
951,2020-08-08,42,Self-Employed,Divorced,1,East,536,62,1.24,2.75,5.06,2.55,2,0.1588,0
952,2020-08-09,46,Employed,Single,2,West,632,51,1.35,2.95,5.59,3.0,2,0.13545,0
953,2020-08-10,64,Employed,Married,4,North,316,9,1.24,3.75,6.01,3.32,1,0.20854999999999999,1
954,2020-08-11,45,Unemployed,Married,0,North,723,85,0.22,2.43,5.04,2.53,2,0.11515,0
955,2020-08-12,37,Self-Employed,Single,2,West,623,38,1.5,0.55,6.66,2.55,2,0.16705,0
956,2020-08-13,33,Employed,Divorced,1,South,322,22,1.01,1.1,4.56,2.97,1,0.22629999999999997,1
957,2020-08-14,40,Retired,Married,1,South,758,10,0.77,1.77,6.29,3.35,1,0.11925,0
958,2020-08-15,45,Employed,Married,0,East,759,91,1.43,3.07,4.78,2.35,3,0.09845000000000001,0
959,2020-08-16,24,Employed,Single,0,South,820,94,1.23,2.62,3.62,1.82,3,0.0819,0
960,2020-08-17,30,Employed,Single,0,North,856,71,1.04,1.24,8.93,2.95,2,0.11325,0
961,2020-08-18,23,Unemployed,Single,3,West,720,116,1.26,0.89,5.75,4.36,3,0.13485000000000003,0
962,2020-08-19,61,Unemployed,Married,4,South,702,102,0.58,1.37,2.24,2.77,3,0.117,1
963,2020-08-20,65,Employed,Married,2,West,630,47,1.03,0.76,6.36,3.59,2,0.1617,1
964,2020-08-21,38,Self-Employed,Single,1,South,756,91,0.29,1.88,5.25,2.49,3,0.11345,0
965,2020-08-22,67,Employed,Married,1,East,782,15,1.48,2.44,6.3,3.06,1,0.1066,0
966,2020-08-23,56,Unemployed,Married,4,North,797,45,0.88,2.3,5.81,3.55,2,0.1018,0
967,2020-08-24,67,Employed,Married,0,East,326,46,1.22,1.52,3.85,2.93,2,0.21754999999999997,0
968,2020-08-25,42,Employed,Married,0,West,696,115,0.61,2.03,6.38,2.4,3,0.13260000000000002,0
969,2020-08-26,54,Retired,Divorced,1,North,487,94,1.14,0.69,4.01,3.03,3,0.1864,0
970,2020-08-27,67,Employed,Married,4,North,439,104,0.58,1.31,3.79,3.41,3,0.1911,0
971,2020-08-28,28,Employed,Married,1,East,820,47,0.89,2.31,4.5,3.99,2,0.08940000000000001,1
972,2020-08-29,60,Self-Employed,Single,0,South,391,79,1.17,4.25,3.44,2.33,2,0.17195,0
973,2020-08-30,69,Retired,Single,2,East,376,68,0.17,3.35,5.75,3.17,2,0.19624999999999998,0
974,2020-08-31,64,Employed,Single,0,West,543,98,0.54,0.69,8.13,2.58,3,0.193,0
975,2020-09-01,39,Employed,Married,2,South,387,116,0.82,2.84,3.34,3.08,3,0.18655,1
976,2020-09-02,62,Employed,Single,3,East,593,24,0.5,2.18,7.06,2.57,1,0.16025,0
977,2020-09-03,61,Employed,Single,4,East,394,76,0.46,2.2,4.1,2.67,2,0.195,0
978,2020-09-04,57,Employed,Married,3,South,552,92,0.42,4.55,4.11,3.81,3,0.13205,0
979,2020-09-05,26,Self-Employed,Single,0,South,850,90,0.34,1.51,3.29,3.03,3,0.08385000000000001,0
980,2020-09-06,46,Retired,Single,4,South,698,103,1.27,2.53,5.51,2.36,3,0.12275,0
981,2020-09-07,54,Employed,Single,0,East,353,80,1.39,2.77,3.01,2.92,2,0.19409999999999997,0
982,2020-09-08,65,Employed,Married,4,South,542,36,1.05,1.31,4.29,3.33,2,0.16785,0
983,2020-09-09,26,Employed,Single,4,South,409,101,0.04,-0.09,6.66,3.11,3,0.22694999999999999,0
984,2020-09-10,57,Employed,Married,0,South,520,62,1.18,0.67,7.35,3.23,2,0.19505,0
985,2020-09-11,53,Unemployed,Married,0,North,863,28,0.8,2.25,3.57,3.95,1,0.0746,0
986,2020-09-12,42,Employed,Married,4,West,461,57,1.14,2.9,4.54,3.49,2,0.17345000000000002,0
987,2020-09-13,41,Employed,Married,4,South,334,97,0.66,2.54,4.79,3.7,3,0.21005,0
988,2020-09-14,26,Self-Employed,Married,0,West,336,93,0.06,2.53,2.79,3.19,3,0.19965,0
989,2020-09-15,26,Employed,Single,0,South,669,30,1.02,2.33,4.14,3.44,2,0.12514999999999998,0
990,2020-09-16,68,Self-Employed,Single,1,South,476,85,0.67,1.17,4.05,2.66,2,0.18455,0
991,2020-09-17,24,Employed,Single,1,North,820,109,1.31,1.97,5.73,3.37,3,0.09895000000000001,0
992,2020-09-18,50,Unemployed,Single,1,North,574,88,1.11,2.63,5.37,3.78,2,0.15205000000000002,0
993,2020-09-19,31,Retired,Single,3,South,404,67,0.54,2.47,5.19,3.11,2,0.19524999999999998,0
994,2020-09-20,50,Self-Employed,Single,4,South,455,98,1.09,3.64,4.68,2.79,3,0.16825,0
995,2020-09-21,51,Retired,Married,2,South,635,40,0.74,1.42,6.97,3.67,2,0.15689999999999998,0
996,2020-09-22,44,Employed,Married,3,West,325,49,0.3,1.44,4.97,2.6,2,0.22419999999999998,0
997,2020-09-23,29,Employed,Single,4,South,595,43,0.63,1.3,6.49,4.15,2,0.16570000000000001,0
998,2020-09-24,23,Self-Employed,Married,2,West,836,8,0.33,-0.73,5.88,3.17,1,0.1227,0
999,2020-09-25,51,Self-Employed,Single,1,North,654,58,0.01,2.61,5.23,2.2,2,0.13155,0
1000,2020-09-26,60,Employed,Single,2,West,368,89,0.37,2.0,6.33,3.23,2,0.21465,0
1001,2020-09-27,57,Employed,Married,0,South,626,90,0.31,1.76,4.54,3.71,3,0.1436,0
1002,2020-09-28,56,Employed,Single,0,North,450,26,0.01,1.18,3.66,3.56,1,0.18899999999999997,0
1003,2020-09-29,44,Employed,Single,4,East,876,81,1.18,2.55,4.96,3.02,2,0.0753,0
1004,2020-09-30,51,Employed,Married,3,North,619,93,0.12,2.02,7.25,3.08,3,0.1563,0
1005,2020-10-01,26,Unemployed,Divorced,1,East,751,108,0.67,3.54,5.32,3.56,3,0.09845000000000001,1
1006,2020-10-02,22,Employed,Married,4,West,869,58,0.63,2.02,4.24,2.03,2,0.07875,0
1007,2020-10-03,40,Employed,Single,1,North,411,109,0.27,2.42,3.78,2.72,3,0.18695,0
1008,2020-10-04,48,Self-Employed,Married,0,North,761,94,1.45,3.57,2.72,2.65,3,0.08265,0
1009,2020-10-05,31,Self-Employed,Married,3,North,661,105,0.91,1.67,3.77,3.42,3,0.13190000000000002,0
1010,2020-10-06,24,Unemployed,Married,3,West,502,2,1.22,1.57,5.45,2.56,1,0.18105,0
1011,2020-10-07,35,Self-Employed,Married,0,South,786,92,0.74,3.43,4.64,2.65,3,0.0874,0
1012,2020-10-08,26,Employed,Married,2,West,779,6,1.08,0.44,5.33,2.78,1,0.12250000000000001,1
1013,2020-10-09,69,Unemployed,Single,3,North,303,81,1.45,1.74,3.63,2.59,2,0.22,0
1014,2020-10-10,50,Employed,Married,2,South,428,15,0.52,1.72,6.54,3.53,1,0.2035,0
1015,2020-10-11,58,Employed,Married,1,North,325,48,0.76,1.16,6.13,2.77,2,0.23279999999999998,0
1016,2020-10-12,22,Self-Employed,Married,3,North,326,31,0.77,2.53,4.16,3.27,2,0.209,0
1017,2020-10-13,35,Retired,Married,0,East,341,101,1.49,1.43,2.88,2.74,3,0.20984999999999998,0
1018,2020-10-14,31,Employed,Divorced,2,North,882,88,0.35,2.11,5.38,3.0,2,0.08030000000000001,0
1019,2020-10-15,28,Employed,Divorced,1,West,363,43,1.01,1.07,2.05,2.91,2,0.2038,1
1020,2020-10-16,46,Employed,Divorced,1,West,324,95,0.21,2.29,3.03,2.06,3,0.20625,0
1021,2020-10-17,65,Employed,Married,3,West,371,18,1.39,4.08,4.39,2.41,1,0.1834,0
1022,2020-10-18,64,Employed,Divorced,3,South,781,2,0.89,1.95,3.68,2.38,1,0.09865,0
1023,2020-10-19,25,Self-Employed,Single,4,East,567,59,1.29,1.99,6.94,3.55,2,0.16805000000000003,0
1024,2020-10-20,26,Employed,Single,4,East,394,34,1.34,0.81,4.51,3.64,2,0.21094999999999997,0
1025,2020-10-21,46,Retired,Married,3,North,694,113,0.84,2.84,5.73,2.75,3,0.12175,0
1026,2020-10-22,24,Unemployed,Married,4,North,663,28,1.02,1.91,1.73,3.22,1,0.1188,0
1027,2020-10-23,39,Self-Employed,Married,0,East,614,74,1.05,2.39,2.32,2.65,2,0.1292,0
1028,2020-10-24,40,Unemployed,Married,0,South,416,69,0.69,2.95,3.99,3.14,2,0.18145,0
1029,2020-10-25,53,Employed,Single,4,West,463,82,0.65,1.82,5.32,2.82,2,0.18765,0
1030,2020-10-26,40,Employed,Single,3,North,876,100,0.28,3.02,3.09,2.74,3,0.061250000000000006,0
1031,2020-10-27,69,Self-Employed,Married,0,East,605,44,0.58,3.09,5.54,3.3,2,0.14055,0
1032,2020-10-28,32,Unemployed,Single,1,South,499,26,1.49,2.34,7.02,3.16,1,0.18195,0
1033,2020-10-29,67,Unemployed,Single,3,West,479,68,0.4,2.2,3.82,2.63,2,0.17235,0
1034,2020-10-30,21,Employed,Single,2,North,657,89,1.14,2.03,4.98,3.86,2,0.13535000000000003,0
1035,2020-10-31,46,Retired,Single,2,West,551,34,0.09,2.56,4.59,3.92,2,0.15460000000000002,0
1036,2020-11-01,34,Employed,Married,3,West,598,18,0.7,2.52,4.36,3.06,1,0.1421,0
1037,2020-11-02,58,Unemployed,Single,4,East,729,16,0.09,0.57,5.48,3.3,1,0.13445000000000001,0
1038,2020-11-03,57,Retired,Married,0,East,303,117,0.71,1.33,5.01,4.17,3,0.23099999999999998,0
1039,2020-11-04,31,Employed,Single,0,West,553,34,0.04,2.96,4.73,3.3,2,0.15080000000000002,0
1040,2020-11-05,56,Unemployed,Married,3,West,878,110,0.92,2.25,5.21,2.32,3,0.07905000000000001,0
1041,2020-11-06,33,Employed,Single,1,North,866,112,0.88,1.78,6.29,3.02,3,0.09215000000000001,0
1042,2020-11-07,63,Employed,Married,4,South,395,76,1.2,3.76,5.91,2.83,2,0.18819999999999998,1
1043,2020-11-08,23,Employed,Married,1,South,466,77,0.87,2.81,2.37,2.78,2,0.16225,0
1044,2020-11-09,53,Self-Employed,Single,3,West,630,29,1.39,3.08,3.67,3.22,1,0.12505,0
1045,2020-11-10,26,Retired,Divorced,3,East,361,47,1.17,1.78,5.88,2.76,2,0.21635,0
1046,2020-11-11,30,Self-Employed,Married,1,South,473,56,0.2,2.39,8.87,3.42,2,0.1972,0
1047,2020-11-12,25,Employed,Married,2,West,552,106,0.4,1.92,4.02,2.69,3,0.15789999999999998,1
1048,2020-11-13,43,Unemployed,Single,3,East,760,16,0.04,0.96,2.75,2.45,1,0.10915,0
1049,2020-11-14,30,Retired,Divorced,4,North,514,100,0.58,2.2,8.42,3.63,3,0.1866,0
1050,2020-11-15,64,Employed,Married,1,South,538,116,0.76,1.94,6.9,2.86,3,0.17560000000000003,0
1051,2020-11-16,22,Retired,Single,2,North,714,14,1.42,1.93,6.8,3.4,1,0.1312,0
1052,2020-11-17,33,Employed,Single,1,East,425,81,0.78,2.99,5.17,2.53,2,0.18469999999999998,0
1053,2020-11-18,60,Unemployed,Married,2,West,552,111,1.17,1.89,4.92,2.91,3,0.1627,0
1054,2020-11-19,22,Employed,Married,2,North,496,13,0.4,2.07,4.79,3.33,1,0.17425,0
1055,2020-11-20,40,Employed,Married,4,West,712,13,0.23,2.12,6.14,2.61,1,0.1265,1
1056,2020-11-21,21,Employed,Married,3,South,755,44,1.22,2.5,6.88,3.23,2,0.11565,1
1057,2020-11-22,57,Self-Employed,Married,2,North,353,96,0.37,2.3,5.24,3.6,3,0.20994999999999997,0
1058,2020-11-23,29,Employed,Single,3,South,638,37,1.31,2.69,6.16,3.18,2,0.1394,0
1059,2020-11-24,37,Employed,Single,4,South,658,62,0.25,0.72,7.09,2.73,2,0.15875,0
1060,2020-11-25,29,Self-Employed,Married,3,South,450,118,1.28,2.14,6.41,2.69,3,0.19315,1
1061,2020-11-26,31,Retired,Widowed,0,South,399,74,1.16,1.89,5.87,2.62,2,0.2057,1
1062,2020-11-27,35,Employed,Single,2,South,533,10,0.92,0.68,3.92,2.56,1,0.17455,0
1063,2020-11-28,44,Employed,Married,4,East,843,47,1.28,0.56,4.02,3.41,2,0.09875,0
1064,2020-11-29,58,Employed,Married,1,North,361,119,0.5,1.37,2.41,2.53,3,0.20309999999999997,0
1065,2020-11-30,55,Employed,Married,4,West,495,25,0.25,1.35,5.58,2.85,1,0.18565,0
1066,2020-12-01,50,Unemployed,Married,2,West,841,66,0.24,1.76,5.17,3.09,2,0.093,0
1067,2020-12-02,51,Unemployed,Married,4,East,405,24,0.41,2.13,6.91,2.81,1,0.20700000000000002,0
1068,2020-12-03,69,Self-Employed,Single,1,West,594,80,0.67,2.49,5.68,2.66,2,0.15,0
1069,2020-12-04,25,Employed,Widowed,0,West,750,60,1.31,0.76,4.51,3.6,2,0.12244999999999999,0
1070,2020-12-05,64,Unemployed,Married,2,West,833,85,0.13,1.1,4.27,2.69,2,0.09709999999999999,0
1071,2020-12-06,34,Self-Employed,Divorced,2,North,455,92,1.37,1.13,5.52,3.09,3,0.19755,1
1072,2020-12-07,31,Unemployed,Married,4,West,705,109,1.39,1.88,5.38,2.74,3,0.12685000000000002,0
1073,2020-12-08,29,Self-Employed,Divorced,3,North,853,25,1.09,2.03,7.73,2.71,1,0.10010000000000001,0
1074,2020-12-09,54,Unemployed,Single,3,West,871,33,1.35,3.0,4.84,2.34,2,0.07145,0
1075,2020-12-10,32,Self-Employed,Single,1,West,674,89,1.15,1.08,5.73,3.01,2,0.14435,1
1076,2020-12-11,55,Employed,Divorced,0,North,888,8,0.79,2.78,7.45,2.35,1,0.08245,0
1077,2020-12-12,55,Retired,Single,0,East,754,39,0.9,0.52,4.78,3.14,2,0.1252,1
1078,2020-12-13,21,Employed,Single,4,West,501,74,0.94,2.02,4.5,2.85,2,0.17205,0
1079,2020-12-14,60,Self-Employed,Married,4,South,751,6,0.19,2.55,3.0,2.52,1,0.09675,0
1080,2020-12-15,42,Employed,Married,3,South,486,29,0.29,2.63,4.46,2.43,1,0.16949999999999998,0
1081,2020-12-16,49,Self-Employed,Single,0,East,667,117,0.79,3.69,5.57,1.85,3,0.1192,0
1082,2020-12-17,28,Self-Employed,Divorced,0,South,639,65,0.17,4.38,7.06,3.33,2,0.12675,0
1083,2020-12-18,31,Employed,Married,0,North,561,29,1.45,2.41,2.94,2.97,1,0.14535,0
1084,2020-12-19,61,Employed,Married,1,West,888,67,0.76,0.68,3.65,3.08,2,0.08445,0
1085,2020-12-20,57,Self-Employed,Married,1,West,842,57,0.57,5.81,2.17,3.25,2,0.037250000000000005,0
1086,2020-12-21,34,Unemployed,Married,4,West,850,54,0.24,3.14,7.7,3.79,2,0.0896,0
1087,2020-12-22,50,Employed,Single,3,West,605,13,0.62,3.03,5.24,2.52,1,0.13965,1
1088,2020-12-23,55,Employed,Single,2,South,464,76,0.45,1.57,4.35,2.69,2,0.18505,0
1089,2020-12-24,41,Self-Employed,Married,3,South,387,117,0.13,1.88,2.31,3.26,3,0.191,0
1090,2020-12-25,57,Employed,Married,1,South,499,88,1.45,1.17,5.0,3.37,2,0.18355,1
1091,2020-12-26,25,Employed,Married,1,North,570,76,0.4,2.67,4.39,3.03,2,0.14775,0
1092,2020-12-27,39,Employed,Married,4,South,350,76,1.04,1.54,2.31,1.99,2,0.20364999999999997,0
1093,2020-12-28,34,Employed,Married,2,South,788,36,0.14,2.72,4.57,1.89,2,0.09365000000000001,0
1094,2020-12-29,46,Employed,Married,0,West,497,43,1.37,1.26,6.84,2.96,2,0.19235,0
1095,2020-12-30,24,Employed,Single,2,South,322,5,0.89,2.95,4.61,3.54,1,0.20804999999999998,0
1096,2020-12-31,45,Employed,Single,2,East,522,25,0.99,2.28,6.76,3.72,1,0.1755,1
1097,2021-01-01,65,Employed,Divorced,2,East,520,117,1.17,3.27,7.34,2.15,3,0.16899999999999998,0
1098,2021-01-02,62,Employed,Single,4,West,565,13,0.91,4.11,4.6,3.23,1,0.13565,1
1099,2021-01-03,45,Employed,Single,1,South,372,7,0.11,2.28,4.87,3.22,1,0.20355,0
1100,2021-01-04,38,Employed,Married,0,East,376,23,0.64,3.37,5.75,2.73,1,0.19604999999999997,1
1101,2021-01-05,60,Unemployed,Married,2,East,843,85,0.39,3.37,6.53,3.07,2,0.0832,0
1102,2021-01-06,28,Employed,Divorced,0,North,734,103,0.73,1.98,7.13,2.88,3,0.12735000000000002,0
1103,2021-01-07,59,Employed,Single,2,West,364,38,0.61,2.26,7.28,2.43,2,0.2178,0
1104,2021-01-08,60,Employed,Single,1,East,656,48,1.24,2.27,3.9,2.69,2,0.12780000000000002,0
1105,2021-01-09,34,Employed,Single,0,East,317,84,0.37,1.56,7.18,4.01,2,0.23604999999999998,0
1106,2021-01-10,52,Self-Employed,Married,3,West,865,106,0.3,1.57,5.77,3.14,3,0.0919,0
1107,2021-01-11,58,Self-Employed,Single,1,South,874,62,1.44,3.22,4.22,2.39,2,0.0654,0
1108,2021-01-12,53,Unemployed,Married,0,West,735,25,1.42,1.29,3.28,2.44,1,0.11474999999999999,0
1109,2021-01-13,43,Self-Employed,Divorced,2,North,740,9,1.49,1.85,3.8,3.78,1,0.1105,0
1110,2021-01-14,35,Retired,Divorced,2,North,308,76,0.85,1.67,5.55,2.76,2,0.22904999999999998,1
1111,2021-01-15,53,Employed,Single,1,North,769,105,0.17,2.46,4.26,2.81,3,0.09944999999999998,0
1112,2021-01-16,45,Employed,Married,1,East,647,116,1.32,4.3,5.54,3.4,3,0.11795,0
1113,2021-01-17,37,Employed,Married,2,South,671,57,0.22,1.81,3.31,2.83,2,0.1257,0
1114,2021-01-18,53,Employed,Divorced,0,North,474,13,0.23,0.56,3.87,2.73,1,0.19025,0
1115,2021-01-19,67,Employed,Widowed,3,West,814,72,0.29,2.11,4.87,3.11,2,0.09475,0
1116,2021-01-20,22,Self-Employed,Single,4,North,429,70,0.98,1.03,4.74,2.65,2,0.20115,0
1117,2021-01-21,34,Employed,Married,1,East,865,38,0.16,2.26,3.08,2.77,2,0.07155,0
1118,2021-01-22,60,Retired,Single,2,North,592,30,1.17,1.24,4.06,3.8,2,0.1549,0
1119,2021-01-23,60,Unemployed,Single,0,South,652,49,0.09,2.16,2.38,2.59,2,0.1223,0
1120,2021-01-24,59,Employed,Single,1,North,523,15,0.17,0.81,5.1,2.88,1,0.18164999999999998,1
1121,2021-01-25,26,Employed,Married,0,South,823,71,0.65,1.73,7.29,4.07,2,0.1084,0
1122,2021-01-26,26,Employed,Married,1,South,808,111,0.57,1.01,3.85,1.25,3,0.10215,0
1123,2021-01-27,23,Employed,Single,2,West,667,50,1.48,3.25,3.57,3.95,2,0.1136,0
1124,2021-01-28,27,Employed,Married,0,South,889,14,1.45,1.28,6.47,3.26,1,0.0923,1
1125,2021-01-29,28,Employed,Single,2,East,799,88,0.28,2.55,3.24,3.23,2,0.08595,0
1126,2021-01-30,62,Employed,Married,0,East,389,110,1.42,2.18,6.51,3.23,3,0.2085,1
1127,2021-01-31,35,Employed,Single,1,South,371,37,1.04,2.2,3.2,2.78,2,0.19624999999999998,1
1128,2021-02-01,67,Retired,Single,4,South,732,104,0.61,2.37,4.47,2.5,3,0.11065,0
1129,2021-02-02,49,Self-Employed,Married,4,North,647,78,1.11,2.6,4.64,2.99,2,0.13045,0
1130,2021-02-03,53,Retired,Single,3,North,562,88,1.35,3.31,6.06,2.94,2,0.1517,0
1131,2021-02-04,50,Employed,Married,3,West,570,70,0.27,2.93,7.81,3.11,2,0.16225,0
1132,2021-02-05,59,Employed,Single,2,North,808,89,0.29,3.53,4.48,2.85,2,0.0801,0
1133,2021-02-06,47,Self-Employed,Married,0,East,807,71,0.61,0.94,4.97,3.42,2,0.1087,0
1134,2021-02-07,56,Employed,Single,3,North,719,81,0.25,0.66,2.44,3.41,2,0.12085000000000001,0
1135,2021-02-08,49,Employed,Married,1,West,371,20,0.54,3.66,4.94,2.28,1,0.19035,0
1136,2021-02-09,58,Self-Employed,Married,4,West,373,15,0.97,2.56,6.73,2.15,1,0.2098,0
1137,2021-02-10,53,Self-Employed,Single,0,South,802,110,1.22,0.94,8.54,2.61,3,0.1278,0
1138,2021-02-11,57,Employed,Married,4,West,873,66,0.45,1.72,4.46,2.33,2,0.08185,0
1139,2021-02-12,47,Employed,Single,0,South,445,64,0.42,2.54,6.08,3.53,2,0.18874999999999997,0
1140,2021-02-13,53,Employed,Married,3,East,345,12,1.17,1.95,6.74,2.68,1,0.22295,1
1141,2021-02-14,24,Employed,Single,3,East,404,117,0.57,2.61,2.84,3.26,3,0.18209999999999998,0
1142,2021-02-15,42,Employed,Married,2,North,408,63,1.23,0.83,7.13,2.93,2,0.22035,0
1143,2021-02-16,22,Employed,Married,0,West,616,60,1.49,1.97,3.79,3.45,2,0.14024999999999999,0
1144,2021-02-17,30,Employed,Divorced,1,East,420,31,1.47,2.12,5.4,2.78,2,0.1958,0
1145,2021-02-18,25,Retired,Married,3,South,798,11,0.99,1.29,3.11,2.22,1,0.09815,0
1146,2021-02-19,30,Self-Employed,Married,2,West,342,94,0.56,1.72,4.45,2.65,3,0.21455000000000002,0
1147,2021-02-20,53,Unemployed,Married,3,West,398,40,0.1,1.54,2.47,1.62,2,0.19244999999999998,0
1148,2021-02-21,58,Employed,Divorced,4,South,610,65,1.11,0.89,5.4,2.25,2,0.16060000000000002,0
1149,2021-02-22,33,Employed,Married,3,West,513,104,1.47,1.38,7.3,3.17,3,0.18945,0
1150,2021-02-23,51,Employed,Single,0,West,762,7,0.1,2.19,5.05,3.1,1,0.10785000000000002,1
1151,2021-02-24,67,Employed,Married,2,East,722,58,0.01,1.03,2.84,2.71,2,0.1184,0
1152,2021-02-25,56,Employed,Married,0,South,688,24,1.25,1.33,4.49,2.91,1,0.13215,0
1153,2021-02-26,65,Unemployed,Married,1,East,411,4,0.15,0.3,5.32,2.2,1,0.21585,0
1154,2021-02-27,44,Self-Employed,Married,1,South,571,44,0.12,3.44,4.78,3.34,2,0.14175000000000001,1
1155,2021-02-28,35,Employed,Single,3,North,401,1,1.37,2.93,6.02,2.9,1,0.19555,0
1156,2021-03-01,49,Employed,Married,2,West,509,41,0.12,3.2,8.02,3.26,2,0.17585,1
1157,2021-03-02,28,Retired,Single,2,West,321,37,0.17,2.36,4.91,3.23,2,0.2157,1
1158,2021-03-03,25,Employed,Single,2,East,458,102,0.85,2.29,4.8,3.14,3,0.1816,0
1159,2021-03-04,49,Employed,Single,2,West,642,2,1.14,1.79,3.92,2.53,1,0.13620000000000002,0
1160,2021-03-05,67,Employed,Married,3,West,699,45,0.6,3.3,6.55,3.14,2,0.12000000000000002,0
1161,2021-03-06,24,Unemployed,Single,0,East,753,111,0.63,2.02,7.87,3.22,3,0.1259,0
1162,2021-03-07,32,Retired,Single,3,East,442,101,0.95,0.04,4.72,2.66,3,0.2077,0
1163,2021-03-08,65,Employed,Married,0,South,696,21,0.76,0.07,5.38,3.16,1,0.1472,0
1164,2021-03-09,22,Unemployed,Single,4,North,835,103,0.03,2.36,5.24,2.27,3,0.08885000000000001,0
1165,2021-03-10,47,Unemployed,Single,4,East,440,32,0.17,1.04,3.85,3.27,2,0.19385000000000002,0
1166,2021-03-11,51,Employed,Single,0,South,539,115,0.87,2.1,6.1,3.15,3,0.16975,0
1167,2021-03-12,56,Employed,Single,3,East,591,31,1.19,2.76,4.94,3.75,2,0.14435,1
1168,2021-03-13,56,Employed,Married,1,South,381,110,1.14,1.17,5.34,3.96,3,0.21475,0
1169,2021-03-14,46,Retired,Single,3,North,859,16,1.11,1.7,6.45,2.87,1,0.09550000000000002,0
1170,2021-03-15,63,Employed,Widowed,1,South,470,119,1.16,1.74,4.51,3.26,3,0.18265,0
1171,2021-03-16,47,Unemployed,Married,3,South,879,81,0.07,1.13,5.14,3.17,2,0.08965000000000001,0
1172,2021-03-17,25,Employed,Single,2,West,825,55,1.34,0.57,3.91,2.86,2,0.1026,0
1173,2021-03-18,40,Unemployed,Single,2,East,841,2,1.33,0.91,3.36,2.11,1,0.09245,0
